trade_id,entry_time_ist,entry_price,entry_utc,exit_time_ist,exit_price,exit_utc,trigger_delay_min,total_time_min,market_structure,directional_bias,trade_class,trade_status,confidence,outcome,return_pct,reason,mfe_pct,mae_pct
1127,2026-08-25 09:20:00 IST,24175.05078125,2026-08-25 03:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1128,2026-08-25 09:25:00 IST,24181.5,2026-08-25 03:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1129,2026-08-25 09:30:00 IST,24190.900390625,2026-08-25 04:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1130,2026-08-25 09:35:00 IST,24172.80078125,2026-08-25 04:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1131,2026-08-25 09:40:00 IST,24154.849609375,2026-08-25 04:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1132,2026-08-25 09:45:00 IST,24154.150390625,2026-08-25 04:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1133,2026-08-25 09:50:00 IST,24138.099609375,2026-08-25 04:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1134,2026-08-25 09:55:00 IST,24138.849609375,2026-08-25 04:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1135,2026-08-25 10:00:00 IST,24143.900390625,2026-08-25 04:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1136,2026-08-25 10:05:00 IST,24135.05078125,2026-08-25 04:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1137,2026-08-25 10:10:00 IST,24141.19921875,2026-08-25 04:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1138,2026-08-25 10:15:00 IST,24134.099609375,2026-08-25 04:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1139,2026-08-25 10:20:00 IST,24120.5,2026-08-25 04:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1140,2026-08-25 10:25:00 IST,24126.349609375,2026-08-25 04:55:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1141,2026-08-25 10:30:00 IST,24129.75,2026-08-25 05:00:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1142,2026-08-25 10:35:00 IST,24131.650390625,2026-08-25 05:05:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1143,2026-08-25 10:40:00 IST,24135.94921875,2026-08-25 05:10:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1144,2026-08-25 10:45:00 IST,24154.5,2026-08-25 05:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1145,2026-08-25 10:50:00 IST,24155.400390625,2026-08-25 05:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1146,2026-08-25 10:55:00 IST,24142.69921875,2026-08-25 05:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1147,2026-08-25 11:00:00 IST,24139.80078125,2026-08-25 05:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1148,2026-08-25 11:05:00 IST,24140.650390625,2026-08-25 05:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1149,2026-08-25 11:10:00 IST,24147.55078125,2026-08-25 05:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1150,2026-08-25 11:15:00 IST,24146.19921875,2026-08-25 05:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1151,2026-08-25 11:20:00 IST,24150.75,2026-08-25 05:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1152,2026-08-25 11:25:00 IST,24149.19921875,2026-08-25 05:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1153,2026-08-25 11:30:00 IST,24151.099609375,2026-08-25 06:00:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1154,2026-08-25 11:35:00 IST,24152.94921875,2026-08-25 06:05:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1155,2026-08-25 11:40:00 IST,24152.05078125,2026-08-25 06:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1156,2026-08-25 11:45:00 IST,24146.30078125,2026-08-25 06:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1157,2026-08-25 11:50:00 IST,24163.150390625,2026-08-25 06:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1158,2026-08-25 11:55:00 IST,24178.30078125,2026-08-25 06:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1159,2026-08-25 12:00:00 IST,24179.55078125,2026-08-25 06:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1160,2026-08-25 12:05:00 IST,24170.80078125,2026-08-25 06:35:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1161,2026-08-25 12:10:00 IST,24171.599609375,2026-08-25 06:40:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1162,2026-08-25 12:15:00 IST,24173.349609375,2026-08-25 06:45:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1163,2026-08-25 12:20:00 IST,24170.55078125,2026-08-25 06:50:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1164,2026-08-25 12:25:00 IST,24169.849609375,2026-08-25 06:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1165,2026-08-25 12:30:00 IST,24171.349609375,2026-08-25 07:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1166,2026-08-25 12:35:00 IST,24162.849609375,2026-08-25 07:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1167,2026-08-25 12:40:00 IST,24156.30078125,2026-08-25 07:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1168,2026-08-25 12:45:00 IST,24157.75,2026-08-25 07:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1169,2026-08-25 12:50:00 IST,24152.150390625,2026-08-25 07:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1170,2026-08-25 12:55:00 IST,24157.05078125,2026-08-25 07:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1171,2026-08-25 13:00:00 IST,24144.19921875,2026-08-25 07:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1172,2026-08-25 13:05:00 IST,24139.55078125,2026-08-25 07:35:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1173,2026-08-25 13:10:00 IST,24129.900390625,2026-08-25 07:40:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1174,2026-08-25 13:15:00 IST,24129.599609375,2026-08-25 07:45:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1175,2026-08-25 13:20:00 IST,24125.400390625,2026-08-25 07:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1176,2026-08-25 13:25:00 IST,24126.44921875,2026-08-25 07:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1177,2026-08-25 13:30:00 IST,24132.19921875,2026-08-25 08:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1178,2026-08-25 13:35:00 IST,24137.599609375,2026-08-25 08:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1179,2026-08-25 13:40:00 IST,24140.400390625,2026-08-25 08:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1180,2026-08-25 13:45:00 IST,24133.849609375,2026-08-25 08:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1181,2026-08-25 13:50:00 IST,24177.30078125,2026-08-25 08:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1182,2026-08-25 13:55:00 IST,24156.599609375,2026-08-25 08:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1183,2026-08-25 14:00:00 IST,24156.94921875,2026-08-25 08:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1184,2026-08-25 14:05:00 IST,24153.05078125,2026-08-25 08:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1185,2026-08-25 14:10:00 IST,24154.19921875,2026-08-25 08:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1186,2026-08-25 14:15:00 IST,24158.69921875,2026-08-25 08:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1187,2026-08-25 14:20:00 IST,24160.599609375,2026-08-25 08:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1188,2026-08-25 14:25:00 IST,24181.849609375,2026-08-25 08:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1189,2026-08-25 14:30:00 IST,24196.650390625,2026-08-25 09:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1190,2026-08-25 14:35:00 IST,24198.80078125,2026-08-25 09:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1191,2026-08-25 14:40:00 IST,24209.150390625,2026-08-25 09:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1192,2026-08-25 14:45:00 IST,24224.30078125,2026-08-25 09:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1193,2026-08-25 14:50:00 IST,24238.30078125,2026-08-25 09:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1194,2026-08-25 14:55:00 IST,24253.099609375,2026-08-25 09:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1195,2026-08-25 15:00:00 IST,24251.30078125,2026-08-25 09:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1196,2026-08-25 15:05:00 IST,24248.650390625,2026-08-25 09:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1197,2026-08-25 15:10:00 IST,24260.150390625,2026-08-25 09:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1198,2026-08-25 15:15:00 IST,24260.05078125,2026-08-25 09:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1199,2026-08-25 15:20:00 IST,24260.05078125,2026-08-25 09:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1200,2026-08-25 15:25:00 IST,24334.55078125,2026-08-25 09:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1201,2026-08-26 09:15:00 IST,24318.30078125,2026-08-26 03:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1202,2026-08-26 09:20:00 IST,24354.0,2026-08-26 03:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1203,2026-08-26 09:25:00 IST,24351.150390625,2026-08-26 03:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1204,2026-08-26 09:30:00 IST,24344.650390625,2026-08-26 04:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1205,2026-08-26 09:35:00 IST,24356.05078125,2026-08-26 04:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1206,2026-08-26 09:40:00 IST,24371.599609375,2026-08-26 04:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1207,2026-08-26 09:45:00 IST,24370.0,2026-08-26 04:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1208,2026-08-26 09:50:00 IST,24364.849609375,2026-08-26 04:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1209,2026-08-26 09:55:00 IST,24365.80078125,2026-08-26 04:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1210,2026-08-26 10:00:00 IST,24358.0,2026-08-26 04:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1211,2026-08-26 10:05:00 IST,24346.30078125,2026-08-26 04:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1212,2026-08-26 10:10:00 IST,24342.94921875,2026-08-26 04:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1213,2026-08-26 10:15:00 IST,24318.349609375,2026-08-26 04:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1214,2026-08-26 10:20:00 IST,24302.400390625,2026-08-26 04:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1215,2026-08-26 10:25:00 IST,24304.599609375,2026-08-26 04:55:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1216,2026-08-26 10:30:00 IST,24318.05078125,2026-08-26 05:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1217,2026-08-26 10:35:00 IST,24320.849609375,2026-08-26 05:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1218,2026-08-26 10:40:00 IST,24327.44921875,2026-08-26 05:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1219,2026-08-26 10:45:00 IST,24317.900390625,2026-08-26 05:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1220,2026-08-26 10:50:00 IST,24319.349609375,2026-08-26 05:20:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1221,2026-08-26 10:55:00 IST,24320.400390625,2026-08-26 05:25:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1222,2026-08-26 11:00:00 IST,24312.849609375,2026-08-26 05:30:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1223,2026-08-26 11:05:00 IST,24321.55078125,2026-08-26 05:35:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1224,2026-08-26 11:10:00 IST,24330.80078125,2026-08-26 05:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1225,2026-08-26 11:15:00 IST,24310.19921875,2026-08-26 05:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1226,2026-08-26 11:20:00 IST,24303.099609375,2026-08-26 05:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1227,2026-08-26 11:25:00 IST,24304.94921875,2026-08-26 05:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1228,2026-08-26 11:30:00 IST,24301.25,2026-08-26 06:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1229,2026-08-26 11:35:00 IST,24309.69921875,2026-08-26 06:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1230,2026-08-26 11:40:00 IST,24308.19921875,2026-08-26 06:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1231,2026-08-26 11:45:00 IST,24299.599609375,2026-08-26 06:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1232,2026-08-26 11:50:00 IST,24285.150390625,2026-08-26 06:20:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1233,2026-08-26 11:55:00 IST,24288.44921875,2026-08-26 06:25:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1234,2026-08-26 12:00:00 IST,24276.44921875,2026-08-26 06:30:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1235,2026-08-26 12:05:00 IST,24270.400390625,2026-08-26 06:35:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1236,2026-08-26 12:10:00 IST,24280.75,2026-08-26 06:40:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1237,2026-08-26 12:15:00 IST,24288.0,2026-08-26 06:45:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1238,2026-08-26 12:20:00 IST,24290.349609375,2026-08-26 06:50:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1239,2026-08-26 12:25:00 IST,24278.099609375,2026-08-26 06:55:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1240,2026-08-26 12:30:00 IST,24279.5,2026-08-26 07:00:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1241,2026-08-26 12:35:00 IST,24277.69921875,2026-08-26 07:05:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1242,2026-08-26 12:40:00 IST,24283.900390625,2026-08-26 07:10:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1243,2026-08-26 12:45:00 IST,24277.5,2026-08-26 07:15:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1244,2026-08-26 12:50:00 IST,24277.69921875,2026-08-26 07:20:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1245,2026-08-26 12:55:00 IST,24279.05078125,2026-08-26 07:25:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1246,2026-08-26 13:00:00 IST,24274.099609375,2026-08-26 07:30:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1247,2026-08-26 13:05:00 IST,24273.30078125,2026-08-26 07:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1248,2026-08-26 13:10:00 IST,24269.19921875,2026-08-26 07:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
1249,2026-08-26 13:15:00 IST,24263.599609375,2026-08-26 07:45:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
1250,2026-08-26 13:20:00 IST,24258.599609375,2026-08-26 07:50:00,2026-08-26 15:25:00 IST,24207.75,2026-08-26 09:55:00,,125,SIDEWAYS_TO_BEARISH,MILD_BEARISH,MILD_DIRECTIONAL,CONDITIONAL,40,WIN,-0.2096,EOD: Price moved in predicted direction,0.1459,-0.4881
1251,2026-08-26 13:25:00 IST,24265.44921875,2026-08-26 07:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1252,2026-08-26 13:30:00 IST,24267.0,2026-08-26 08:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1253,2026-08-26 13:35:00 IST,24264.94921875,2026-08-26 08:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1254,2026-08-26 13:40:00 IST,24261.900390625,2026-08-26 08:10:00,2026-08-26 15:25:00 IST,24207.75,2026-08-26 09:55:00,,105,SIDEWAYS_TO_BEARISH,MILD_BEARISH,MILD_DIRECTIONAL,CONDITIONAL,40,WIN,-0.2232,EOD: Price moved in predicted direction,0.1323,-0.5016
1255,2026-08-26 13:45:00 IST,24262.05078125,2026-08-26 08:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1256,2026-08-26 13:50:00 IST,24264.650390625,2026-08-26 08:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
1257,2026-08-26 13:55:00 IST,24263.349609375,2026-08-26 08:25:00,2026-08-26 15:25:00 IST,24207.75,2026-08-26 09:55:00,,90,SIDEWAYS_TO_BEARISH,MILD_BEARISH,MILD_DIRECTIONAL,CONDITIONAL,40,WIN,-0.2292,EOD: Price moved in predicted direction,0.1263,-0.5156
1258,2026-08-26 14:00:00 IST,24267.650390625,2026-08-26 08:30:00,2026-08-26 15:25:00 IST,24207.75,2026-08-26 09:55:00,,85,SIDEWAYS_TO_BEARISH,MILD_BEARISH,MILD_DIRECTIONAL,CONDITIONAL,40,WIN,-0.2468,EOD: Price moved in predicted direction,0.1086,-0.5621
